ID,Category,English,Nepali,Review,Source
"ui.game_invitation_c3fc2923","rooms-and-tables","Game invitation","","candidate","client/src/components/InvitationPreview.tsx:36"
"ui.game_room_1fb934b6","rooms-and-tables","GAME ROOM","","ui","client/src/screens/GameRoomsScreen.tsx:37"
"ui.game_room_preview_836152a5","rooms-and-tables","Game room preview","","ui","client/src/screens/GameRoomsScreen.tsx:13; client/src/screens/GameRoomsScreen.tsx:15"
"ui.games_398ed329","rooms-and-tables","Games","","ui","client/src/components/LobbyNavigation.tsx:11"
"ui.go_to_room_list_to_enter_a_code_e19f7e39","rooms-and-tables","Go to room list to enter a code","","ui","client/src/screens/LobbyScreen.tsx:97"
"ui.good_cards_better_company_e1a8b6d9","rooms-and-tables","Good cards. Better company.","","ui","client/src/screens/GameRoomsScreen.tsx:70; client/src/screens/LobbyScreen.tsx:140"
"ui.home_70f8bb9a","rooms-and-tables","Home","","ui","client/src/components/LobbyNavigation.tsx:10"
"ui.how_to_play_75c4a1c3","rooms-and-tables","How to play ↗","","ui","client/src/screens/LobbyScreen.tsx:136"
"ui.invitation_sent_they_become_a_member_when_they_join_628accfd","rooms-and-tables","Invitation sent. They become a member when they join.","","candidate","client/src/components/RoomPrivacySettings.tsx:24"
"ui.invite_b136609f","rooms-and-tables","Invite","","ui","client/src/screens/SharedRoomsScreen.tsx:241"
"ui.invite_value_491a5058","rooms-and-tables","Invite {{value1}}","","ui","client/src/components/RoomGameControl.tsx:390; client/src/components/RoomPrivacySettings.tsx:38; client/src/components/TableControls.tsx:65"
"ui.invite_value_to_room_2756f57d","rooms-and-tables","Invite {{value1}} to room","","ui","client/src/screens/SharedRoomsScreen.tsx:403"
"ui.invite_a_replacement_69f6b046","rooms-and-tables","Invite a replacement","","candidate","client/src/components/TableControls.tsx:46"
"ui.invite_people_e1eb97af","rooms-and-tables","Invite people","","ui","client/src/components/RoomPrivacySettings.tsx:35; client/src/screens/SharedRoomsScreen.tsx:268; client/src/screens/SharedRoomsScreen.tsx:269"
"ui.invite_people_optional_5297f2b5","rooms-and-tables","Invite people (optional)","","ui","client/src/screens/SharedRoomsScreen.tsx:399"
"ui.invite_players_optional_20b05619","rooms-and-tables","Invite players (optional)","","ui","client/src/components/RoomGameControl.tsx:380"
"ui.invite_to_room_9c9428f0","rooms-and-tables","Invite to room","","ui","client/src/screens/SharedRoomsScreen.tsx:241"
"ui.invite_your_friends_02b259af","rooms-and-tables","Invite your friends","","ui","client/src/screens/LobbyScreen.tsx:94"
"ui.j_q_k_f0226dab","rooms-and-tables","J ♥ Q ♥ K ♥","","candidate","client/src/screens/GameRoomsScreen.tsx:14"
"ui.join_e0d73143","rooms-and-tables","Join","","ui","client/src/components/RoomCard.tsx:59; client/src/components/RoomCard.tsx:62; client/src/screens/SharedRoomsScreen.tsx:409"
"ui.join_value_7fc2a19a","rooms-and-tables","Join {{value1}}","","ui","client/src/components/RoomGameControl.tsx:361; client/src/components/RoomGameControl.tsx:362; client/src/screens/LobbyScreen.tsx:130"
"ui.join_queue_0f8c21c0","rooms-and-tables","Join queue","","ui","client/src/components/TableCard.tsx:34; client/src/multiplayer/tableNavigation.ts:16"
"ui.join_room_a911d290","rooms-and-tables","Join room","","ui","client/src/components/InvitationPreview.tsx:43; client/src/screens/SharedRoomsScreen.tsx:409"
"ui.join_waitlist_68b1a8ac","rooms-and-tables","Join waitlist","","candidate","client/src/components/TableControls.tsx:39"
"ui.join_with_code_b1f67da0","rooms-and-tables","Join with code","","ui","client/src/screens/SharedRoomsScreen.tsx:341; client/src/screens/SharedRoomsScreen.tsx:341; client/src/screens/SharedRoomsScreen.tsx:381"
"ui.joined_rooms_e3d20c07","rooms-and-tables","Joined rooms","","ui","client/src/screens/SharedRoomsScreen.tsx:427"
"ui.k_q_j_5cf49e73","rooms-and-tables","K ♠ Q ♠ J ♠","","candidate","client/src/screens/GameRoomsScreen.tsx:10"
"ui.kiran_747a17d2","rooms-and-tables","Kiran","","candidate","client/src/screens/LobbyScreen.tsx:17"
"ui.leave_7e3520a9","rooms-and-tables","Leave","","ui","client/src/components/RoomCard.tsx:65; client/src/components/RoomCard.tsx:72"
"ui.leave_value_1f655f1d","rooms-and-tables","Leave {{value1}}","","ui","client/src/components/RoomGameControl.tsx:247; client/src/components/RoomGameControl.tsx:247"
"ui.leave_game_and_room_813a851a","rooms-and-tables","Leave game and room","","candidate","client/src/screens/SharedRoomsScreen.tsx:327"
"ui.leave_previous_table_4abc777a","rooms-and-tables","Leave previous table","","candidate","client/src/components/RoomGameControl.tsx:336"
"ui.leave_previous_table_f8d9a769","rooms-and-tables","Leave previous table?","","candidate","client/src/components/RoomGameControl.tsx:330"
"ui.leave_room_451c54af","rooms-and-tables","Leave room","","ui","client/src/components/RoomCard.tsx:76; client/src/screens/SharedRoomsScreen.tsx:321"
"ui.leave_room_membership_1a055de0","rooms-and-tables","Leave room membership","","ui","client/src/screens/SharedRoomsScreen.tsx:321"
"ui.leave_seat_54f8008f","rooms-and-tables","Leave Seat","","candidate","client/src/components/TableControls.tsx:43"
"ui.leave_this_room_to_remove_it_from_your_rooms_you_can_jo_4f4b05fc","rooms-and-tables","Leave this room to remove it from your rooms. You can join it again later if you still have access.","","ui","client/src/screens/SharedRoomsScreen.tsx:320"
"ui.leave_waitlist_4e9b8cce","rooms-and-tables","Leave waitlist","","candidate","client/src/components/TableControls.tsx:40"
"ui.ledger_850bf107","rooms-and-tables","ledger","","ui","client/src/components/RoomToolbar.tsx:20; client/src/screens/SharedRoomsScreen.tsx:266"
"ui.ledger_1aa2f31e","rooms-and-tables","Ledger","","ui","client/src/components/RoomToolbar.tsx:19"
"ui.ledger_settlements_e64bb4c4","rooms-and-tables","Ledger & settlements","","ui","client/src/screens/SharedRoomsScreen.tsx:266; client/src/screens/SharedRoomsScreen.tsx:305; client/src/screens/SharedRoomsScreen.tsx:305"
"ui.loading_active_tables_882d496c","rooms-and-tables","Loading active tables","","ui","client/src/components/ActiveGames.tsx:64"
"ui.loading_tables_42d639e5","rooms-and-tables","Loading tables…","","candidate","client/src/components/RoomGameControl.tsx:304"
"ui.lock_game_4f44afcb","rooms-and-tables","Lock game","","candidate","client/src/components/TableControls.tsx:28; client/src/components/TableControls.tsx:41"
"ui.lock_players_840de0a7","rooms-and-tables; flush","Lock players","","candidate","client/src/components/TableStartCue.tsx:20; client/src/screens/FlushTable.tsx:97"
"ui.make_room_fb24ef6c","rooms-and-tables","Make room","","ui","client/src/components/RoomPrivacySettings.tsx:30"
"ui.make_your_call_take_the_trick_find_your_table_84391b60","rooms-and-tables","Make your call. Take the trick. Find your table.","","ui","client/src/screens/GameRoomsScreen.tsx:11"
"ui.marriage_cb90f373","rooms-and-tables","marriage","","ui","client/src/components/RoomGameControl.tsx:247"
"ui.marriage_f2811e77","rooms-and-tables; shared; marriage","Marriage","","ui","client/src/components/ActiveGames.tsx:11; client/src/components/GameMenu.tsx:69; client/src/components/RoomGameControl.tsx:217; client/src/components/RoomGameControl.tsx:218; client/src/components/TableCard.tsx:19; client/src/screens/MarriageTable.tsx:125; client/src/screens/SharedRoomsScreen.tsx:252; client/src/screens/SharedRoomsScreen.tsx:256; client/src/screens/SharedRoomsScreen.tsx:419"
"ui.match_completed_seats_for_the_next_match_8e0655cb","rooms-and-tables","Match completed · seats for the next match","","candidate","client/src/components/TableControls.tsx:32"
"ui.maya_26414e77","rooms-and-tables","Maya","","candidate","client/src/screens/LobbyScreen.tsx:16"
"ui.members_f13eb585","rooms-and-tables","members","","ui","client/src/screens/SharedRoomsScreen.tsx:266"
"ui.members_1cb449c1","rooms-and-tables","Members","","ui","client/src/components/RoomToolbar.tsx:18"
"ui.members_value_5d473d0e","rooms-and-tables","Members · {{value1}}","","ui","client/src/screens/SharedRoomsScreen.tsx:266"
"ui.more_e7c95b4c","rooms-and-tables","more","","ui","client/src/components/RoomToolbar.tsx:20"
"ui.more_4bab2d8f","rooms-and-tables","More","","ui","client/src/components/RoomToolbar.tsx:19"
"ui.more_room_actions_914a6440","rooms-and-tables","More room actions","","ui","client/src/components/RoomToolbar.tsx:20; client/src/screens/SharedRoomsScreen.tsx:233"
"ui.name_username_or_user_id_6d81d590","rooms-and-tables","Name, username, or user ID","","ui","client/src/components/RoomGameControl.tsx:382; client/src/screens/SharedRoomsScreen.tsx:400"
"ui.need_at_least_value_players_e2d8a6aa","rooms-and-tables; flush","Need at least {{value1}} players","","ui","client/src/components/TableStartCue.tsx:26; client/src/screens/FlushTable.tsx:104"
"ui.new_to_call_break_f938e794","rooms-and-tables","New to Call Break?","","ui","client/src/screens/LobbyScreen.tsx:135"
"ui.nisha_a473b2ae","rooms-and-tables","Nisha","","candidate","client/src/screens/LobbyScreen.tsx:15"
"ui.no_value_tables_yet_d763ea7c","rooms-and-tables","No {{value1}} tables yet","","candidate","client/src/components/ActiveGames.tsx:67"
"ui.no_active_tables_yet_d168184c","rooms-and-tables","No active tables yet","","candidate","client/src/components/ActiveGames.tsx:67"
"ui.no_player_found_with_that_exact_name_username_or_user_i_71ec6b5d","rooms-and-tables","No player found with that exact name, username, or user ID.","","candidate","client/src/components/RoomGameControl.tsx:273; client/src/screens/SharedRoomsScreen.tsx:165"
"ui.no_players_found_use_an_exact_username_or_user_id_62378c35","rooms-and-tables","No players found. Use an exact username or user ID.","","candidate","client/src/components/RoomPrivacySettings.tsx:19"
"ui.no_public_rooms_yet_acf6d1b1","rooms-and-tables","No public rooms yet.","","ui","client/src/screens/SharedRoomsScreen.tsx:440"
"ui.no_tables_yet_start_a_table_and_invite_your_friends_762bd8d1","rooms-and-tables","No tables yet. Start a table and invite your friends.","","ui","client/src/components/RoomGameControl.tsx:312"
"ui.online_c3e839df","rooms-and-tables","Online","","ui","client/src/screens/SharedRoomsScreen.tsx:294"
"ui.only_invited_people_and_existing_members_can_enter_link_31e200e1","rooms-and-tables","Only invited people and existing members can enter. Links do not grant access.","","candidate","client/src/components/RoomPrivacySettings.tsx:34"
"ui.only_invited_people_and_members_can_enter_links_and_cod_9d6975af","rooms-and-tables","Only invited people and members can enter. Links and codes do not grant access.","","candidate","client/src/screens/SharedRoomsScreen.tsx:398"
"ui.open_cf9b7706","rooms-and-tables","Open","","candidate","client/src/multiplayer/tableNavigation.ts:20"
"ui.open_a_room_and_create_a_table_or_join_your_friends_whe_47b2ac96","rooms-and-tables","Open a room and create a table, or join your friends when they start playing.","","ui","client/src/components/ActiveGames.tsx:68"
"ui.open_a_room_or_bring_your_players_together_377e3ea2","rooms-and-tables","Open a room or bring your players together.","","ui","client/src/screens/SharedRoomsScreen.tsx:338"
"ui.open_seats_17ed9cc9","rooms-and-tables","Open seats","","candidate","client/src/screens/LobbyScreen.tsx:111"
"ui.opening_invitation_b3469c7a","rooms-and-tables","Opening invitation…","","ui","client/src/components/InvitationPreview.tsx:39"
"ui.password_8be3c943","rooms-and-tables","Password","","ui","client/src/screens/SharedRoomsScreen.tsx:370; client/src/screens/SharedRoomsScreen.tsx:370"
"ui.pick_your_game_11421252","rooms-and-tables","PICK YOUR GAME","","ui","client/src/screens/GameRoomsScreen.tsx:47"
"ui.players_locked_26abed68","rooms-and-tables; flush","Players locked","","candidate","client/src/components/TableStartCue.tsx:22; client/src/screens/FlushTable.tsx:100"
"ui.please_wait_5afeca73","rooms-and-tables","Please wait…","","candidate","client/src/screens/SharedRoomsScreen.tsx:470"
"ui.prepare_next_match_263622ef","rooms-and-tables","Prepare next match","","candidate","client/src/components/TableControls.tsx:44; client/src/components/TableStartCue.tsx:20"
"ui.preview_a_card_table_10c87341","rooms-and-tables","Preview a card table","","ui","client/src/screens/LobbyScreen.tsx:74"
"ui.preview_card_table_3c40cec5","rooms-and-tables","Preview card table","","ui","client/src/screens/LobbyScreen.tsx:159"
"ui.preview_room_members_d07ed50d","rooms-and-tables","Preview room members","","ui","client/src/screens/SharedRoomsScreen.tsx:237"
"ui.preview_this_room_then_choose_join_room_when_you_re_rea_71c95ac1","rooms-and-tables","Preview this room, then choose Join room when you’re ready. Joining the room does not take a game seat.","","candidate","client/src/components/InvitationPreview.tsx:38"
"ui.previous_table_is_reserved_f1471257","rooms-and-tables","Previous table is reserved","","candidate","client/src/components/RoomGameControl.tsx:330"
"ui.previous_table_left_you_can_now_take_a_seat_here_f5debb44","rooms-and-tables","Previous table left. You can now take a seat here.","","candidate","client/src/components/RoomGameControl.tsx:209"
"ui.private_237dfa0a","rooms-and-tables","Private","","candidate","client/src/components/RoomCard.tsx:27; client/src/components/RoomPrivacySettings.tsx:31; client/src/screens/SharedRoomsScreen.tsx:392"
"ui.profile_ff4fc027","rooms-and-tables","Profile","","ui","client/src/components/LobbyNavigation.tsx:13"
"ui.profile_name_77574766","rooms-and-tables","Profile name","","ui","client/src/screens/SharedRoomsScreen.tsx:363"
"ui.profile_name_required_the_name_other_players_see_f59bf1d8","rooms-and-tables","Profile name (required) · the name other players see","","ui","client/src/screens/SharedRoomsScreen.tsx:362"
"ui.public_dc5eb704","rooms-and-tables","Public","","candidate","client/src/components/RoomCard.tsx:27; client/src/components/RoomPrivacySettings.tsx:31; client/src/screens/SharedRoomsScreen.tsx:392"
"ui.public_rooms_d7141ad7","rooms-and-tables","Public rooms","","ui","client/src/screens/SharedRoomsScreen.tsx:438"
"ui.queue_value_6b07d57c","rooms-and-tables","Queue #{{value1}}","","candidate","client/src/components/TableCard.tsx:29"
"ui.r_room_code_t_table_code_or_link_b2c2bb66","rooms-and-tables","r- room code, t- table code, or link","","ui","client/src/screens/SharedRoomsScreen.tsx:408"
"ui.ready_for_a_round_78a78648","rooms-and-tables","Ready for a round?","","ui","client/src/screens/LobbyScreen.tsx:65"
"ui.ready_for_another_round_c4b05bf1","rooms-and-tables","Ready for another round?","","candidate","client/src/components/TableStartCue.tsx:22"
"ui.ready_to_play_b2d62cb3","rooms-and-tables","Ready to play?","","ui","client/src/screens/SharedRoomsScreen.tsx:337"
"ui.ready_to_start_7196e323","rooms-and-tables","Ready to start","","candidate","client/src/multiplayer/tableNavigation.ts:20"
"ui.recent_76eec760","rooms-and-tables","Recent","","candidate","client/src/screens/SharedRoomsScreen.tsx:344"
"ui.recently_visited_4da0da03","rooms-and-tables","Recently visited","","ui","client/src/screens/SharedRoomsScreen.tsx:448"
"ui.reconnecting_to_your_room_6b7d3db3","rooms-and-tables","Reconnecting to your room…","","ui","client/src/screens/SharedRoomsScreen.tsx:219"
"ui.reconnecting_your_seat_is_saved_bba3a41e","rooms-and-tables","Reconnecting… Your seat is saved.","","candidate","client/src/components/RoomGameControl.tsx:365"
"ui.refresh_active_games_48538f28","rooms-and-tables","Refresh active games","","ui","client/src/components/ActiveGames.tsx:58"
"ui.remove_value_e1842c05","rooms-and-tables","Remove {{value1}}","","ui","client/src/components/RoomGameControl.tsx:387; client/src/screens/SharedRoomsScreen.tsx:402"
"ui.required_to_create_a_table_07a41f51","rooms-and-tables","Required to create a table","","ui","client/src/components/RoomGameControl.tsx:379"
"ui.retry_9f5cd8a2","rooms-and-tables","Retry","","ui","client/src/components/ActiveGames.tsx:48"
"ui.retry_active_games_bb4ef783","rooms-and-tables","Retry active games","","ui","client/src/components/ActiveGames.tsx:48"
"ui.retry_invitation_9ac392c0","rooms-and-tables","Retry invitation","","ui","client/src/components/InvitationPreview.tsx:40"
"ui.retry_loading_tables_c8c7161b","rooms-and-tables","Retry loading tables","","ui","client/src/components/RoomGameControl.tsx:305; client/src/components/RoomGameControl.tsx:306"
"ui.retry_member_names_3390ab69","rooms-and-tables","Retry member names","","ui","client/src/screens/SharedRoomsScreen.tsx:283"
"ui.retry_table_service_3fd8f01a","rooms-and-tables","Retry table service","","ui","client/src/components/RoomGameControl.tsx:400; client/src/components/RoomGameControl.tsx:400"
"ui.return_24f096b2","rooms-and-tables","Return","","candidate","client/src/components/TableCard.tsx:12"
"ui.return_to_table_bcdbe86b","rooms-and-tables","Return to table","","ui","client/src/multiplayer/tableNavigation.ts:13"
"ui.return_to_table_value_6b267df1","rooms-and-tables","Return to table · {{value1}}","","ui","client/src/screens/SharedRoomsScreen.tsx:418"
"ui.review_advanced_rules_at_the_table_before_starting_rule_db43cd83","rooms-and-tables","Review advanced rules at the table before starting. Rule changes still require player approval.","","ui","client/src/components/RoomGameControl.tsx:395"
"ui.rohan_07fecf9b","rooms-and-tables","Rohan","","candidate","client/src/screens/LobbyScreen.tsx:16"
"ui.room_chat_4cb45b84","rooms-and-tables","Room chat","","ui","client/src/components/RoomToolbar.tsx:20"
"ui.room_code_8572d5dd","rooms-and-tables","ROOM CODE","","ui","client/src/screens/SharedRoomsScreen.tsx:274"
"ui.room_code_value_98329af8","rooms-and-tables","Room code {{value1}}","","ui","client/src/screens/SharedRoomsScreen.tsx:274"
"ui.room_invitation_bd838405","rooms-and-tables","Room invitation","","candidate","client/src/components/InvitationPreview.tsx:36"
"ui.room_ledger_96a7dc36","rooms-and-tables","Room ledger","","ui","client/src/components/RoomToolbar.tsx:20"
"ui.room_member_f7ec6929","rooms-and-tables","Room member","","candidate","client/src/components/RoomCard.tsx:47"
"ui.room_members_bb36dfc8","rooms-and-tables","Room members","","ui","client/src/components/RoomToolbar.tsx:20"
"ui.room_membership_a27c00e0","rooms-and-tables","Room membership","","ui","client/src/screens/SharedRoomsScreen.tsx:319"
"ui.room_name_8605e33f","rooms-and-tables","Room name","","ui","client/src/screens/SharedRoomsScreen.tsx:384"
"ui.room_options_27966bec","rooms-and-tables","Room options","","ui","client/src/screens/SharedRoomsScreen.tsx:266"
"ui.room_or_table_code_021275ca","rooms-and-tables","Room or table code","","ui","client/src/screens/SharedRoomsScreen.tsx:408"
"ui.room_owner_controls_22a2867b","rooms-and-tables","Room owner controls","","ui","client/src/screens/SharedRoomsScreen.tsx:308"
"ui.room_privacy_2fc78fd6","rooms-and-tables","Room privacy","","ui","client/src/components/RoomPrivacySettings.tsx:28"
"ui.room_tables_122f9b73","rooms-and-tables","Room tables","","ui","client/src/components/RoomToolbar.tsx:20"
"ui.rooms_you_created_d8ecdd41","rooms-and-tables","Rooms you created","","ui","client/src/screens/SharedRoomsScreen.tsx:423"
"ui.rooms_you_visit_will_appear_here_explore_your_rooms_to_ec14737c","rooms-and-tables","Rooms you visit will appear here. Explore your rooms to get started.","","ui","client/src/screens/SharedRoomsScreen.tsx:453"
"ui.roster_locked_ready_to_start_6e16f21e","rooms-and-tables","Roster locked · ready to start","","candidate","client/src/components/TableControls.tsx:32"
"ui.samir_7b4e6eeb","rooms-and-tables","Samir","","candidate","client/src/screens/LobbyScreen.tsx:16"
"ui.sample_tables_2a1e265c","rooms-and-tables","SAMPLE TABLES","","ui","client/src/screens/LobbyScreen.tsx:104"
"ui.save_or_reload_your_rule_changes_before_locking_or_star_49550025","rooms-and-tables","Save or reload your rule changes before locking or starting.","","ui","client/src/components/TableControls.tsx:48"
"ui.search_directory_387baa86","rooms-and-tables","Search directory","","ui","client/src/components/RoomGameControl.tsx:384; client/src/screens/SharedRoomsScreen.tsx:401"
"ui.search_players_e3799504","rooms-and-tables","Search players","","ui","client/src/components/RoomPrivacySettings.tsx:37"
"ui.seat_value_is_offered_to_you_for_the_next_match_7c8d269a","rooms-and-tables","Seat {{value1}} is offered to you for the next match.","","ui","client/src/components/TableControls.tsx:50"
"ui.seat_value_value_8743b117","rooms-and-tables","Seat {{value1}}: {{value2}}","","candidate","client/src/components/TableControls.tsx:36"
"ui.seats_692aab50","rooms-and-tables","Seats","","candidate","client/src/components/RoomGameControl.tsx:376"
"ui.seats_at_the_table_43e3b6a1","rooms-and-tables","Seats at the table","","ui","client/src/screens/LobbyScreen.tsx:78"
"ui.sending_your_action_76ec4371","rooms-and-tables; flush","Sending your action…","","candidate","client/src/components/RoomGameControl.tsx:224; client/src/screens/FlushTable.tsx:200"
"ui.share_09ca55ca","rooms-and-tables","Share","","ui","client/src/components/TableCard.tsx:32"
"ui.share_value_928c7a34","rooms-and-tables","Share {{value1}}","","ui","client/src/components/RoomCard.tsx:35; client/src/components/TableCard.tsx:32"
"ui.share_the_room_code_or_link_private_rooms_also_require_3fe291f2","rooms-and-tables","Share the room code or link. Private rooms also require an invitation from the owner.","","ui","client/src/components/RoomCard.tsx:79"
"ui.share_the_room_link_or_code_private_rooms_also_require_82a9200b","rooms-and-tables","Share the room link or code. Private rooms also require an invitation from the owner.","","ui","client/src/screens/SharedRoomsScreen.tsx:273"
"ui.share_the_table_code_above_friends_enter_it_on_the_room_9611afe7","rooms-and-tables","Share the table code above. Friends enter it on the room list, then choose Join game. It is the same code shown to the room creator.","","ui","client/src/screens/LobbyScreen.tsx:95"
"ui.shareable_table_code_value_582b9e81","rooms-and-tables","Shareable table code {{value1}}","","ui","client/src/screens/LobbyScreen.tsx:77"
"ui.shared_room_table_code_75a6cccf","rooms-and-tables","Shared room table code","","ui","client/src/screens/LobbyScreen.tsx:152"
"ui.showing_the_last_available_tables_try_refreshing_again_082a0692","rooms-and-tables","Showing the last available tables. Try refreshing again.","","candidate","client/src/components/ActiveGames.tsx:62"
"ui.sign_in_44922d1d","rooms-and-tables","sign in","","candidate","client/src/multiplayer/useRoomSession.ts:46"
"ui.sign_in_ada2e9e9","rooms-and-tables","Sign in","","candidate","client/src/screens/SharedRoomsScreen.tsx:351; client/src/screens/SharedRoomsScreen.tsx:470"
"ui.sign_in_again_before_creating_a_table_90a29d78","rooms-and-tables","Sign in again before creating a table.","","candidate","client/src/components/RoomGameControl.tsx:399"
"ui.sign_in_again_to_load_tables_490fb30a","rooms-and-tables","Sign in again to load tables.","","candidate","client/src/components/RoomGameControl.tsx:304"
"ui.sign_in_with_your_bhidne_ho_username_and_password_1b2e0ea9","rooms-and-tables","Sign in with your Bhidne Ho username and password.","","candidate","client/src/screens/SharedRoomsScreen.tsx:360"
"ui.sign_up_0b81497c","rooms-and-tables","Sign up","","candidate","client/src/screens/SharedRoomsScreen.tsx:351"
"ui.start_game_e92584d9","rooms-and-tables; flush","Start game","","candidate","client/src/components/TableControls.tsx:28; client/src/components/TableControls.tsx:42; client/src/components/TableStartCue.tsx:20; client/src/screens/FlushTable.tsx:97"
"ui.stay_as_observer_6a3173c4","rooms-and-tables","Stay as observer","","ui","client/src/components/RoomGameControl.tsx:338"
"ui.stay_in_room_fb6e3cf8","rooms-and-tables","Stay in room","","ui","client/src/screens/SharedRoomsScreen.tsx:328"
"ui.suman_e7626765","rooms-and-tables","Suman","","candidate","client/src/screens/LobbyScreen.tsx:17"
"ui.table_full_6db5f5ce","rooms-and-tables","Table full","","ui","client/src/screens/LobbyScreen.tsx:130"
"ui.table_name_92db13ef","rooms-and-tables","Table name","","ui","client/src/components/RoomGameControl.tsx:379; client/src/screens/LobbyScreen.tsx:86; client/src/screens/LobbyScreen.tsx:87"
"ui.table_name_required_4cd5cb96","rooms-and-tables","Table name (required)","","ui","client/src/components/RoomGameControl.tsx:379"
"ui.tables_3915396b","rooms-and-tables","tables","","ui","client/src/components/RoomToolbar.tsx:20"
"ui.tables_193daf13","rooms-and-tables","Tables","","ui","client/src/components/RoomToolbar.tsx:16"
"ui.take_seat_598fc34e","rooms-and-tables","Take seat","","ui","client/src/components/TableCard.tsx:12; client/src/multiplayer/tableNavigation.ts:15"
"ui.that_table_is_full_choose_a_table_with_an_open_seat_a402a069","rooms-and-tables","That table is full. Choose a table with an open seat.","","candidate","client/src/screens/LobbyScreen.tsx:46"
"ui.the_code_joins_your_shared_room_this_card_table_is_a_lo_9d76859c","rooms-and-tables","The code joins your shared room. This card table is a local preview; create or join the shared game using the room header.","","ui","client/src/screens/LobbyScreen.tsx:158"
"ui.the_previous_table_has_ended_you_can_now_take_a_seat_he_fd33845e","rooms-and-tables","The previous table has ended. You can now take a seat here.","","candidate","client/src/components/RoomGameControl.tsx:84; client/src/components/RoomGameControl.tsx:202"
"ui.the_previous_table_is_still_reserved_its_creator_must_e_93a25c8d","rooms-and-tables","The previous table is still reserved. Its creator must end it before you can take another seat.","","candidate","client/src/components/RoomGameControl.tsx:198"
"ui.the_table_is_taking_shape_60d9be19","rooms-and-tables","The table is taking shape.","","ui","client/src/screens/GameRoomsScreen.tsx:41"
"ui.there_s_always_room_for_one_more_round_60303b0b","rooms-and-tables","There’s always room for one more round.","","ui","client/src/screens/LobbyScreen.tsx:106"
"ui.this_deletes_the_room_for_everyone_end_active_tables_fi_a99ab77e","rooms-and-tables","This deletes the room for everyone. End active tables first.","","candidate","client/src/components/RoomCard.tsx:73"
"ui.this_game_is_no_longer_available_ask_for_a_new_game_lin_ded85fd0","rooms-and-tables","This game is no longer available. Ask for a new game link.","","candidate","client/src/components/InvitationPreview.tsx:25"
"ui.this_removes_your_room_membership_private_rooms_require_20c770b6","rooms-and-tables","This removes your room membership. Private rooms require a new invitation to rejoin.","","candidate","client/src/components/RoomCard.tsx:73"
"ui.this_room_is_no_longer_available_refresh_the_lobby_b204706d","rooms-and-tables","This room is no longer available. Refresh the lobby.","","candidate","client/src/screens/SharedRoomsScreen.tsx:130"
"ui.this_room_was_deleted_by_its_owner_56abecf5","rooms-and-tables","This room was deleted by its owner.","","candidate","client/src/multiplayer/useRoomSession.ts:90"
"ui.try_the_local_layout_to_create_a_shared_game_use_create_a21c7985","rooms-and-tables","Try the local layout. To create a shared game, use Create game in the room header.","","ui","client/src/screens/LobbyScreen.tsx:75"
"ui.two_to_five_players_build_your_melds_unlock_maal_and_fi_ef527517","rooms-and-tables","Two to five players. Build your melds, unlock Maal, and finish with eight Dublees.","","ui","client/src/screens/SharedRoomsScreen.tsx:260"
"ui.two_to_ten_players_bet_blind_or_seen_pack_and_show_when_4e2e85e9","rooms-and-tables","Two to ten players. Bet blind or seen, pack, and show when two players remain.","","ui","client/src/screens/SharedRoomsScreen.tsx:261"
"ui.updating_game_87e11791","rooms-and-tables","Updating game…","","candidate","client/src/components/RoomGameControl.tsx:365"
"ui.username_84c29015","rooms-and-tables","Username","","ui","client/src/screens/SharedRoomsScreen.tsx:367; client/src/screens/SharedRoomsScreen.tsx:367"
"ui.username_or_user_id_e015fc92","rooms-and-tables","Username or user ID","","ui","client/src/components/RoomPrivacySettings.tsx:36"
"ui.usernames_use_3_32_letters_numbers_underscores_or_hyphe_9bca7064","rooms-and-tables","Usernames use 3–32 letters, numbers, underscores, or hyphens. Passwords require at least 8 characters.","","ui","client/src/screens/SharedRoomsScreen.tsx:376"
"ui.view_all_games_795275de","rooms-and-tables","View all games","","candidate","client/src/components/ActiveGames.tsx:70"
"ui.view_game_history_balances_and_settlements_for_this_roo_9a0f3c52","rooms-and-tables","View game history, balances and settlements for this room.","","ui","client/src/screens/SharedRoomsScreen.tsx:305"
"ui.view_results_d766a0ac","rooms-and-tables","View results","","ui","client/src/multiplayer/tableNavigation.ts:12; client/src/multiplayer/tableNavigation.ts:17"
"ui.waiting_for_value_replacement_seatvalue_to_be_accepted_e655b15f","rooms-and-tables","Waiting for {{value1}} replacement seat{{value2}} to be accepted.","","ui","client/src/components/TableControls.tsx:37"
"ui.waiting_for_a_friend_0d58e6d6","rooms-and-tables","Waiting for a friend…","","candidate","client/src/screens/LobbyScreen.tsx:155"
"ui.waiting_for_eligible_seats_and_rule_approval_f168ad78","rooms-and-tables","Waiting for eligible seats and rule approval.","","candidate","client/src/components/TableStartCue.tsx:26"
"ui.waiting_for_players_c26c33fa","rooms-and-tables; flush","Waiting for players","","ui","client/src/components/TableCard.tsx:24; client/src/components/TableStartCue.tsx:22; client/src/screens/FlushTable.tsx:100"
"ui.waiting_for_the_table_service_your_form_will_stay_open_645fcb67","rooms-and-tables","Waiting for the table service. Your form will stay open while it retries.","","candidate","client/src/components/RoomGameControl.tsx:399"
"ui.waiting_room_preview_7c777b6f","rooms-and-tables","WAITING ROOM PREVIEW","","ui","client/src/screens/LobbyScreen.tsx:149"
